ประเภษ,THP,USP,EUHM,รายการโรค,Test 70,Test 40,Test 80,ซื่อวัตถุ,ชื่อวิทยาศาสตร์ ,ซื่อวงศ์/อื่น,ลักษณะและชนิด,ส่วนที่ใช้,เย็น,ร้อน,สขุม,ฝาด,หวาน,ขม,เผ็ด,มัน,หอม,เค็ม,เปรี้ยว,เมา,เบื่อ,จืด,อื่น,สรรพคุณ,สารสาคัญและฤทธิ์ทางเภสัชวิทยา,วิธีใช้,ข้อห้าม หรือ ควรระวัง,ฮื่นๆ,MEdchinA
ต้น,,,,,,,,เพกา,,,,ราก,,,,●,,●-,,,,,,,,,,บำรุงธาตุทำให้เกิดนํ้าย่อยอาหาร แก้ท้องร่วง,,,,,
ต้น,,,,,,,,แพงพวยบก,,,,ราก,●,,,,,,,,,,,,●,,,แก้มะเร็ง (เม็ดเลือดขาว) นาเหลืองเสึย,,,,,
ต้น,,,,,,,,มหาหิงค์,,,,ยาง,,●,,,,●,,,,,,,,,เหม็น,ขับลมในลำไส้แก้ท้องขึ้น อืด เฟ้อ แน่นจุกเสียด แก้ปวดท้อง แก้ปวดเลียงชาปลายนิ้ว ใช้ทาท้องเด็กเล็กแก้ท้องขึ้น อืด เฟ้อ ทำให้ผายลม,,,,,
ต้น,,,,,●,,,มหาหิงคุ์,,,,ยาง,,●,,,,●,,,,,,,,,เหม็น,ขับลมในลำใส้ แก้ปวดท้อง บำรุงธาตุ ทำให้ผายลม,,,,,
ต้น,,,,,,,,ส้มซ่า,Citrus aurantium van aurantium.,Rutacea,เป็นไมยืนต้น สง 3—10 เมตร กิ่งอ่อนเป็นmลิ่ยม,น้ำ-เนื้อในผล,,,,,●,,,,,,●,,,,,นำจากเนื้อในกินแล้วกัดฟอกเสมหะแก้ไอฟอกใสหิต ใบ รักษาโรคผวหนง,,,,,
ต้น,,,,,,,,มะกรูด,,,,ผิวลูก,,●,,,,,,,●,,,,,,ปร่า,ขับสมในสำไส้ ขับระดู,,,,,
ต้น,,,,,,,,ส้มตรังกานู,Citrus reticulata Blanco,Rutacea,ไม้ยืนต้นขนาดย่อม,น้ำ-เนื้อในผล,,,,,●,,,,,,●,,,,,บำรุงร่างกาย,,,,,
ต้น,,,,,,,,มะกรูด,,,,ราก,,,,,,,,,,,,,,,ปร่า,กระทุ้งฟษไข้แก้ทิเษสภายใน แก้เสมหะให้โทษ,,,,,
ต้น,,,,,,,,ส้มโอ,Citrus grandis (L.) Osbeck,Rutacea,ไม้ยืนต้นขนาดย่อม,น้ำ-เนื้อในผล,,,●,,,,,,,,●,,,,,แกเสมหะ บำรุงโลหิต ทำให้ชุ่มคอ,,,,,
ต้น,,,,,,,,มะกา,Bridelia ovata Decne,EUPHORBIACEAE,Iไย้ยืนต้นขนาดเลก มีความสูงของต้นประมาณ 5-10เมตร แดกกิ่งก้านแผ่กว้าง,แก่น,,,,,,●,,,,,,,,,,แก้กษัย ไตพิการ ฟอกโลหิต ระบายอุจราระธาตุขับเสมหะ,,,,,
ต้น,,,,,,,,มะกา,Bridelia ovata Decne,EUPHORBIACEAE,Iไย้ยืนต้นขนาดเลก มีความสูงของต้นประมาณ 5-10เมตร แดกกิ่งก้านแผ่กว้าง,ใบ,,,,,,●,,,,,,,,,ขื่น,ถ่ายเสมหะโลหิต ถ่ายพิษตานซาง ถ่ายพิษไข้ชักลมเบื้องสูงลงสู่ เบื้องตา ใบสดต้องปิงไฟก่อนใช้,,,,,
ต้น,,,,,,,,มะกา,Bridelia ovata Decne,EUPHORBIACEAE,Iไย้ยืนต้นขนาดเลก มีความสูงของต้นประมาณ 5-10เมตร แดกกิ่งก้านแผ่กว้าง,ทั้ง5,,,,●,,,,,,,,●,,,,บำรุงโลหิต,,,,,
ต้น,,,,โรคพยาธิลำไส้,,,,มะเกลือ,Diospyros mollis,,ผลดิบสด โดยใช้จำนวนเท่าอายุของคนไข้ (1 ปี ต่อ 1 ผล) แต่ไม่เกิน 25 ผล นำมาโขลกพอแหลกแล้วผสม กับหัวกะทิสด(2 ช้อนชาต่อมะเกลือ 1 ผล) คั้นเอาแต่น้ำดื่มให้หมด ก่อนรับประทานอาหารเช้า,ผลดิบสด,,,,,,,,,,,,,,,,,ผลดิบมีสาร Diospyrol diglucoside ไม่ดูดซึมในกระเพาะอาหารและลำไส้ พยาธิกินจะทำให้ตายได้,ผลดิบสด โดยใช้จำนวนเท่าอายุของคนไข้ (1 ปี ต่อ 1 ผล) แต่ไม่เกิน 25 ผล นำมาโขลกพอแหลกแล้วผสม กับหัวกะทิสด(2 ช้อนชาต่อมะเกลือ 1 ผล) คั้นเอาแต่น้ำดื่มให้หมด ก่อนรับประทานอาหารเช้า,,,
ต้น,,,,,,,,มะเกลือ,,,,ผล,,,,,,,,,,,,●,●,,,,,(ตามอายุไม่เกิน 25 ผล) ตำคั้นเอาน์า ผสมหัวกะทิหรือนมสดรบประทานขับพยาธิตาตืด พยาธิไส้เดือน,ผลมะเกลือค้ามใช้ในหญิงมีครรภ์และเด็กอายุตากว่า 10 ปี,,
ต้น,,,,,,,,มะเกลือ,,,,ราก,,,,,,,,,,,,●,●,,,,,ฝนกับนาชาวข้าว แก้อาเจียน แก้ลม,,,
ต้น,,,,,,,,มาขาม,"Tamarind, Indian date Tamarindus indica L,",Leguminosae - Caesalpinioideae,ไม้ยีนต้นขนาดกสาง,เนื้อในฝัก,,,,,,,,,,,●,,,,,กัดเสมหะ แก็ท้องผูก แก้กระหายนา แก้นาลายเหนียว ฟอกโลหิต คั้นกับนาปูนใสดื่มขับเลือดขับลมในสตรีหลังคลอด แก้สันนีบาตหน้าเพลง คั้นกับเกลือดื่มขับรก,"Alcoholsม Aldeh้ydes, Citric acid Ketones, Vitamin B1, Essential Oil, Enzyme",,,,
ต้น,,,,,,,,มะกรูด,,,,เนื้ื้อในผล,,,,,,,,,,,●,,,,,แก้เลีอคออกตามไรฟิน,,,,,
ต้น,,,,,,,,มะงั่ว,Citrus medico L,Rutacea,,เนื้อในผล,,,,,,,,,,,,,,,,ฟอกโลหิต ระดูแก้ไอ กัดเสมหะ แก้เสิอดออกตามไรฟ้น,,,,,
ต้น,,,,,,,,มะงั่ว,Citrus medico L,Rutacea,,ผิวลูก,,●,,,,,,,●,,,,,,ปร่า,แก้ลม และขับลมในลำไส้,,,,,
ต้น,,,,,,,,มะงั่ว,Citrus medico L,Rutacea,,ราก,,,,,,,,,,,,,,●,ปร่า,กระทุ้งพบ แก้พบผิดสำแดง แก้พบฟิภายใ1 น และแก้เสมหะเป็นโทบ,,,,,
ต้น,,,,,,,,มะดัน,,,,ใบ,,,,,,,,,,,●,,,,,แก้กษัย กัดเสมหะ แก้ระดูเสีย ขับฟอกโลหิต ระบายท้อง,,,,,
ต้น,,,,,,,,มาขาม,"Tamarind, Indian date Tamarindus indica L,",Leguminosae - Caesalpinioideae,ไม้ยีนต้นขนาดกสาง,ใบ,,,,●,,,,,,,●,,,,,ขับเสมหะในสำไส้ฟอกโสหิต ขับเลือดสมในลำไส้แก้บิด แก้ด้มเอานาโกรกสรบะ เดก1ใน ดอนเช้า แก้หวดคดรมูก,"Alcoholsม Aldeh้ydes, Citric acid Ketones, Vitamin B1, Essential Oil, Enzyme",,,,
ต้น,,,,,,,●,ส้มป่อย,,,,ใบ,,,,●-,,,,,,,●,,,,,ถ่ายเสมหะ ล้างเมือกมันลำไส้,,,,,
ต้น,,,,,,,,มะเดือชุมพร,,,,เปลือกต้น,,,,●,,,,,,,,,,,,แก้ท้องร่วง ชะล้างบาดแผลทำให้สมานแผล,,,,,
ต้น,,,,,,,,มะเดือชุมพร,,,,ราก,●,,,●,,,,,,,,,,,,กระทุ้งพิษไข้กล่อมเสมหะและโลหิต แก้ไข้หัวลม ไข้กาฬ ไข้พิษทุกชนิด,,,,,
ต้น,,,,,●,,,มะเดื่อชุมพร,,,,ราก,●,,,●,,,,,,,,,,,,แก้ใข้ กระทุ้งพิษไข้ กล่อมเสมหะและโลหิต ไข้พิษทุกชนิด,,,,,
ต้น,,,,,,,,มะตูม,,,,ราก,,,,,,,,,,,,,,,ปร่าซ่าชื่นเล็กน้อย,แก้พิษไข้รักษานาดี,,,,,
ต้น,,,,,,,,มะตูม,,,,เปลือกราก ลำต้น,,,,,,,,,,,,,,,ปร่าซ่าขื่น,แก้ไข้รับสั่น ขับสมในลำไส้,,,,,
ต้น,,,,,,,,มะตูม,,,,ใบสด,,,,,,,,,,,,,,,ปร่าซ่าขื่น,คั้นเอานารับประทาน แก้หวัด แก้หลอดลมยักเสบ,,,,,
ต้น,,,,,,,,มะตูม,,,,ผลอ่อน ชนิดเปลือกลูกแข็ง,,,,,,,,,,,,,,,,แก้ธาตุพิการ,,หั่นตากแดด ปรุงเป็นยาธาตุ,,,
ต้น,,,,,,,,มะตูม,,,,ผลสุก,,,,,,,,,,,,,,,,ยาช่วยย่อยอาหาร ระบายท้อง แก้โรคไฟธาตุอ่อนบิต ท้องเสึย,,,,,
ต้น,,,,ท้องอืด ท้องเฟ้อ และแน่นจุกเสียด,,,,มะนาว,Citrus aurantifolia,,น้ำเปลือกมาคลึงหรือทุบเล็ก น้อยพอให้น้ำมันออก ชงน้ำร้อนดื่มเวลามีอาการ,เปลือกของผลมะนาว,,,,,,,,,,,,,,,,,ผิวเปลือกของมะนาวมีน้ำมันหอมระเหย มีฤทธิ์ขับลมแกท้องอืด เฟ้อ,น้ำเปลือกมาคลึงหรือทุบเล็ก น้อยพอให้น้ำมันออก ชงน้ำร้อนดื่มเวลามีอาการ,,,
ต้น,,,,อาการไอ ระคายคอจากเสมหะ,,,,มะนาว,Citrus aurantifolia,,ใช้ผลสดคั้น น้ำใส่เกลือเล็กน็อย จิบบ่อยๆ,น้ำลูกมะนาว,,,,,,,,,,,,,,,,,,ใช้ผลสดคั้น น้ำใส่เกลือเล็กน็อย จิบบ่อยๆ,,,
ต้น,,,,,●,,,ส้มเสี้ยว,,,,ใบ,,,,,,,,,,,●,,,,,ฟอกโลหิตประจำเดือน ขับปัสสาวะ ถ่ายเสมหะ แก้ไอ,,,,,
ต้น,,,,,,,,มะนาว,Citrus aurantifolia(Christm&Panz) Swingle,Rutacea,ไม้ยืนต้นขนาดย่อม,ผิวลููก,,●,,,,●,,,●,,,,,,ปร่า,แก้ไข้ ขับลม,citric acid ชี่งมี'รสเปรียว ระกระตุ้นให้มีการขับนาลาย ทำให้ชุ่มคอ จึงช่วยบรรเทาอาการเจ็บคอ,,,,
